i,name,halantname,type,karma,iXt,english,hindi,dhaatu,ii,startshal
५.००२५,ञिधृषाँ,धृष्, परस्मैपदी, अकर्मकः,सेट्,"to boast, to be proud, to show off","गर्व करना, अपने को बड़ा समझना",धृष्ञिधृषाँ प्रागल्भ्येस्वादिः,1447,FALSE
५.००२६,दन्भुँ,दम्भ्, परस्मैपदी, सकर्मकः,सेट्,"to deceive, to cheat","ठगना, वंचना करना",दम्भ्दन्भुँ दम्भनेस्वादिः,1448,FALSE
५.००२७,ऋधुँ,ऋध्, परस्मैपदी, सकर्मकः,सेट्,"to increase, to prosper",बढ़ना,ऋध्ऋधुँ वृद्धौस्वादिः,1449,FALSE
५.००२८,तृपँ,तृप्, परस्मैपदी, सकर्मकः,सेट्,"to satisfy, to please",,तृप्तृपँ प्रीणनेस्वादिः,1450,FALSE
५.००२९,अहँ,अह्, परस्मैपदी, सकर्मकः,सेट्,"to pervade, to expand, to spread","फैलना, विस्तृत होना",अह्अहँ व्याप्तौस्वादिः,1451,FALSE
५.००३,दघँ,दघ्, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy, to protect","मारना, दुःख देना, संरक्षण करना, पोषण करना",दघ्दघँ घातने पालने चस्वादिः,1452,FALSE
५.००३१,चमुँ,चम्, परस्मैपदी, सकर्मकः,सेट्,"to eat, to drink",खाना,चम्चमुँ भक्षणेस्वादिः,1453,FALSE
५.००३२,रिँ,रि, परस्मैपदी, सकर्मकः,अनिट्,"to kill, to destroy, to damage, to hurt","मारना, हिंसा करना",रिरि हिंसायाम्स्वादिः,1454,FALSE
५.००३३,क्षि,क्षि, परस्मैपदी, सकर्मकः,अनिट्,"to kill, to destroy, to damage, to hurt","मारना, हिंसा करना",क्षिक्षि हिंसायाम्स्वादिः,1455,FALSE
५.००३४,चिरि,चिरि, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy, to damage, to hurt","मारना, हिंसा करना",चिरिचिरि हिंसायाम्स्वादिः,1456,FALSE
५.००३५,जिरि,जिरि, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy, to damage, to hurt","मारना, हिंसा करना",जिरिजिरि हिंसायाम्स्वादिः,1457,FALSE
५.००३६,दाशँ,दाश्, परस्मैपदी, सकर्मकः,सेट्,"to kill, to destroy, to damage, to hurt","मारना, हिंसा करना",दाश्दाशँ हिंसायाम्स्वादिः,1458,FALSE
५.००३७,दृँ,दृ, परस्मैपदी, सकर्मकः,अनिट्,"to kill, to destroy, to damage, to hurt","मारना, हिंसा करना",दृदृ हिंसायाम्स्वादिः,1459,FALSE
५.००३८,ऋँ,ऋ, परस्मैपदी, सकर्मकः,अनिट्,"to kill, to destroy, to damage, to hurt",,ऋऋ हिंसायाम्स्वादिः,1460,FALSE
६.०००१,तुदँ,तुद्, उभयपदी, सकर्मकः,अनिट्,"to wound, to strike, to pain, to irritate, to hut, to cause pain, to attack","दुःख देना, पीड़ा करना, घाव करना",तुद्तुदँ व्यथनेतुदादिः,1461,FALSE
६.०००२,णुदँ,नुद्, उभयपदी, सकर्मकः,अनिट्,to inspire,प्रेरणा करना,नुद्णुदँ प्रेरणेतुदादिः,1462,FALSE
६.०००३,दिशँ,दिश्, उभयपदी, सकर्मकः,अनिट्,"to give, to donate, to grant, to leave",दान देना,दिश्दिशँ अतिसर्जनेतुदादिः,1463,FALSE
६.०००४,भ्रस्जँ,भ्रस्ज्, उभयपदी, सकर्मकः,अनिट्,"to fry, to roast, to parch","पकाना, भुजना",भ्रस्ज्भ्रस्जँ पाकेतुदादिः,1464,FALSE
६.०००५,क्षिपँ,क्षिप्, उभयपदी, सकर्मकः,अनिट्,"to throw, to send, to make fly","भेजना, फेंकना, उड़ाना",क्षिप्क्षिपँ प्रेरणेतुदादिः,1465,FALSE
६.०००६,कृषँ,कृष्, उभयपदी, सकर्मकः,अनिट्,"to plow, to furrow, to cultivate","जोतना, हल चलाना",कृष्कृषँ विलेखनेतुदादिः,1466,FALSE
६.०००७,ऋषीँ,ऋष्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,ऋष्ऋषीँ गतौतुदादिः,1467,FALSE
६.०००८,जुषीँ,जुष्, आत्मनेपदी, सकर्मकः,सेट्,"to serve, to please, to satisfy","सेवा करना, प्रसन्न होना, सन्तुष्ट करना",जुष्जुषीँ प्रीतिसेवनयोःतुदादिः,1468,FALSE
